,BC_HW,BC_p_h,BC (ug/m3),BC_EF,BC_t1,BC_actual_TS,BC_t2
273,55.3420352,1.648337118,91.22233082,941.4144541,34986.9342,,35042.27624
274,177.9139131,1.896986066,337.500214,3483.002208,35163.27922,,35341.19314
275,31.97971577,2.151302899,68.79805523,709.99593,35281.83262,,35313.81234
276,146.0622252,1.772811794,258.9408354,2672.269421,35410.94734,,35557.00956
277,59.60236585,1.935440934,115.3568586,1190.482781,35680.84648,,35740.44884
278,6.727995202,1.795641666,12.08106851,124.676627,35816.19409,,35822.92209
279,15.10798258,1.813789057,27.40269347,282.7957966,35852.65463,,35867.76261
280,115.71588,1.757758401,203.4005602,2099.093781,35807.0675,,35922.78338
281,39.46058501,2.064103357,81.45072599,840.5714922,36015.55933,,36055.01992
282,46.75598885,2.180092403,101.9323761,1051.942121,36120.68092,,36167.43691
283,69.73715426,4.699272001,327.7138564,3382.006998,36227.46486,,36297.20201
284,69.23940211,24.66267179,1707.628649,17622.72766,36371.6506,,36440.89
285,49.47488017,3.605173239,178.365514,1840.732104,36518.04336,,36567.51824
286,33.94772597,1.758565118,59.69928672,616.096639,36593.29467,,36627.24239
287,5.805616397,1.535066186,8.912005421,91.97189594,36635.58088,,36641.3865
288,106.8181941,2.697332648,288.1242023,2973.441768,36683.91396,,36790.73215
289,17.80973667,1.769839198,31.52037007,325.2902191,36826.99464,,36844.80437
290,21.28665816,2.106603596,44.84255062,462.7751224,36922.43382,,36943.72048
291,74.07837918,3.968871201,294.0075458,3034.157873,37004.16947,,37078.24785
292,64.73901693,3.00812912,194.743322,2009.751083,37143.91343,,37208.65245
293,57.34778157,1.67402581,96.00166651,990.7371984,37277.26049,,37334.60827
294,5.812713985,2.03891032,11.85160253,122.3085381,37306.37279,,37312.1855
295,10.06011703,1.303090264,13.10924056,135.2873626,37360.92806,,37370.98818
296,18.85613083,1.471985956,27.75595977,286.4415048,37411.42991,,37430.28605
297,63.71138147,2.164158213,137.8815094,1422.937177,37503.89972,,37567.6111
298,112.6834026,9.340342576,1052.501583,10861.81634,37656.80051,,37769.48392
299,27.33622568,2.997110522,81.92968959,845.5143966,37882.2782,,37909.61442
300,3.580561108,3.88495579,13.91032161,143.554519,37993.39936,,37996.97992
301,184.062911,6.670472177,1227.786527,12670.75696,38110.91245,,38294.97536
302,42.86274691,2.296649472,98.44070506,1015.908076,38383.18595,,38426.0487
303,65.19990771,2.246883419,146.4965915,1511.844824,38461.4446,,38526.6445
304,40.30244655,2.017491052,81.30982529,839.117397,38637.33461,,38677.63706
305,59.14593485,2.545122329,150.5336395,1553.50716,38757.32076,,38816.4667
306,93.13970891,2.512037944,233.9704829,2414.575384,38900.47511,,38993.61482
307,105.0122855,7.82178298,821.3833077,8476.675735,39087.72598,,39192.73826
308,46.96458083,2.234059513,104.9216686,1082.79162,39271.80782,,39318.7724
309,157.3213708,1.801785729,283.4594008,2925.301016,39383.42708,,39540.74845
310,14.91276327,2.076853717,30.97162784,319.6271993,39438.5402,,39453.45296
311,0.516052699,2.03249955,1.048876879,10.82440939,39469.5,,39470.01605
312,4.716323425,2.017758327,9.516400862,98.2092569,39482.55441,,39487.27074
313,221.0263756,2.548239267,563.2280892,5812.513881,39803.82028,,40024.84666
314,34.23037904,4.548759162,155.7057503,1606.883343,39954.2923,,39988.52268
315,60.03300333,1.51253323,90.80191242,937.0757362,40094.48775,,40154.52075
316,95.20739975,1.510105502,143.7732182,1483.739612,40239.42116,,40334.62856
317,120.839527,2.119357099,256.1021093,2642.973768,40411.35813,,40532.19766
318,95.32662533,2.564739809,244.4879909,2523.116066,40638.59971,,40733.92634
319,17.81764728,1.552212491,27.65677466,285.4179145,40829.23358,,40847.05123
320,76.61282654,2.401697031,184.0007981,1898.888236,40896.63302,,40973.24584
321,70.10182682,4.173635589,292.5794793,3019.420226,41048.27518,,41118.37701
322,5.429885852,1.56125242,8.477422427,87.48699945,41191.52494,,41196.95483
323,70.63362845,2.317173791,163.6703926,1689.078452,41227.05469,,41297.68832
324,71.13025033,4.455160848,316.8967063,3270.374009,41363.71624,,41434.84649
325,55.9060859,1.456945631,81.45212762,840.585957,41499.88569,,41555.79178
326,5.027610009,2.412066499,12.12692967,125.1499142,41530.06992,,41535.09753
327,75.37669339,3.035167516,228.7808913,2361.018798,41619.19174,,41694.56843
328,105.1161817,2.448352905,257.3615089,2655.970772,41757.39742,,41862.5136
329,80.0605035,4.979906217,398.6937991,4114.520007,41932.90185,,42012.96235
330,62.44949932,4.265798555,266.3969839,2749.216874,42076.07213,,42138.52163
331,34.15577767,1.775591122,60.6466956,625.8738986,42201.25991,,42235.41569
332,100.6844337,5.758872543,579.8288207,5983.83343,42318.53632,,42419.22076
333,14.79380603,4.216341141,62.37573299,643.7175645,42457.84584,,42472.63965
334,4.029551859,2.533462574,10.20871882,105.3539782,42541.2322,,42545.26175
335,83.25726801,2.338303914,194.6807956,2009.105811,42653.28407,,42736.54134
336,95.18209635,1.866842822,177.6900134,1833.760938,42868.53168,,42963.71378
337,63.66017295,2.03331801,129.4413762,1335.835002,43027.82922,,43091.4894
338,77.42619637,2.452387708,189.8790522,1959.551819,43155.22283,,43232.64902
339,97.06042171,2.738349403,265.7853478,2742.904789,43353.42141,,43450.48183
340,133.8032052,4.928251149,659.4157998,6805.171054,43618.23298,,43752.03618
341,5.295518683,2.16056191,11.44129596,118.0741743,43836.61148,,43841.907
342,5.935545361,2.139525279,12.69924934,131.0562532,43859.67186,,43865.6074
343,32.6707163,2.289367958,74.79529107,771.8874038,43885.72095,,43918.39167
344,62.19414947,1.901552467,118.2654384,1220.499324,44041.95255,,44104.1467
345,71.94563611,5.088399075,366.0881083,3778.029278,44176.99149,,44248.93712
346,79.81466919,3.130925488,249.8937821,2578.903831,44313.63931,,44393.45398
347,9.090956813,2.251125142,20.46488144,211.1975765,44443.6177,,44452.70865
348,46.09988866,2.411621686,111.1754912,1147.331069,44498.1266,,44544.22649
349,73.45342529,4.915907488,361.0902434,3726.451312,44629.29815,,44702.75157
350,59.78819863,1.930479697,115.4199036,1191.133405,44761.65047,,44821.43867
351,3.770330544,2.768000684,10.43627752,107.702384,44794.3872,,44798.15753
352,58.14376425,1.446263766,84.09121946,867.8213848,44879.9327,,44938.07646
353,148.1008414,2.836141422,420.034931,4334.760488,45019.63935,,45167.74019
354,4.409449048,4.942003245,21.7915115,224.8883987,45098.70735,,45103.1168
355,71.80067887,4.124812208,296.1643167,3056.415748,45268.98226,,45340.78293
356,7.11383272,1.92604394,13.7015544,141.4000414,45416.40802,,45423.52186
357,137.5279559,1.618995996,222.65721,2297.822407,45408.78614,,45546.3141
358,36.92488777,1.820918645,67.23721662,693.8880755,45488.88095,,45525.80583
359,101.0265587,1.945252244,196.5221402,2028.108487,45658.60953,,45759.63609
360,55.64957993,1.705340512,94.90148312,979.3833058,45852.10559,,45907.75517
361,92.71907509,1.7672231,163.8552913,1690.986606,45957.2411,,46049.96018
362,44.1928694,2.339244097,103.3779089,1066.86002,46097.90637,,46142.09924
363,67.295447,9.121736582,613.8513407,6334.945836,46231.23125,,46298.5267
364,1.769530067,12.47477882,22.07449619,227.8088007,46425.61502,,46427.38455
365,125.3042721,6.516073329,816.4918254,8426.195638,46369.86899,,46495.17326
366,63.39611688,4.297650876,272.4543773,2811.729174,46552.71577,,46616.11189
367,43.52157097,1.870598061,81.41136626,840.1652998,46681.67316,,46725.19473
368,68.5408815,2.355429532,161.4432164,1666.093993,46797.5548,,46866.09568
369,53.53035525,1.925166538,103.0548487,1063.526039,46943.8005,,46997.33086
370,76.21136378,2.24263783,170.9144875,1763.837511,47057.99241,,47134.20377
371,58.00381999,2.383056038,138.2263534,1426.495967,47189.73645,,47247.74027
372,92.94756052,3.791057586,352.3695544,3636.453801,47348.76043,,47441.708
373,102.7018313,5.64999541,580.2648753,5988.333513,47521.75047,,47624.4523
374,55.28591979,3.190826084,176.4077549,1820.528031,47704.93337,,47760.21929
375,71.5957157,5.428316332,388.6441928,4010.80807,47823.42992,,47895.02564
376,102.6198442,14.7955804,1518.320155,15669.064,47987.83711,,48090.45695
377,47.85826914,3.454978694,165.3493002,1706.404778,48166.89108,,48214.74935
378,53.78366958,2.522667074,135.6782924,1400.199978,48279.67958,,48333.46325
379,198.6184725,2.88356713,572.7296987,5910.570491,48450.20745,,48648.82592
380,19.01460229,4.619418904,87.83641327,906.4717849,48590.71103,,48609.72563
381,118.1719754,3.955011903,467.3715693,4823.274595,48735.80907,,48853.98105
382,153.399702,2.325682978,356.7590758,3681.753662,48925.02387,,49078.42357
383,25.90232,2.559746726,66.30337884,684.2508696,49044.68908,,49070.5914
384,120.5065858,3.571412469,430.3787232,4441.508423,49172.88702,,49293.39361
385,74.95882034,2.296257074,172.1247214,1776.327125,49425.11811,,49500.07693
386,52.08258775,2.248316196,117.0981256,1208.452656,49567.23304,,49619.31563
387,117.4409293,3.399583729,399.2502722,4120.262809,49686.59708,,49804.03801
388,72.73101586,6.995374268,508.7806768,5250.616585,49879.31695,,49952.04796
389,36.95282925,2.697587868,99.68350388,1028.73376,50013.42563,,50050.37846
390,2.514665116,2.752471117,6.9215431,71.43032479,50043.82235,,50046.33702
391,95.09910806,3.132409421,297.889342,3074.218009,50106.73375,,50201.83286
392,65.98777511,2.912651201,192.1993724,1983.497523,50316.68037,,50382.66815
393,104.913957,8.023045056,841.7294043,8686.647452,50453.2023,,50558.11626
394,55.01505447,2.579416941,141.9067635,1464.477799,50655.72889,,50710.74395
395,99.61459633,6.458009341,643.3119936,6638.979774,50811.02303,,50910.63763
396,62.19898697,1.436039756,89.32021808,921.7846506,50969.07435,,51031.27334
397,6.541670314,2.198903855,14.38450407,148.448082,51002.8667,,51009.40837
398,65.60426807,1.558736941,102.2597961,1055.321096,51076.25858,,51141.86285
399,75.32533293,4.886928961,368.109551,3798.890566,51220.55387,,51295.8792
400,9.701507663,1.381492696,13.40256198,138.3144396,51363.60492,,51373.30642
401,83.32811291,2.569427069,214.1055089,2209.568852,51416.39195,,51499.72007
402,69.46449769,7.577179508,526.3449684,5431.880074,51607.12249,,51676.58698
403,60.38367863,4.053830409,244.7851926,2526.183188,51735.15755,,51795.54123
404,97.59755096,2.080738006,203.0749336,2095.733315,51876.80677,,51974.40432
405,9.071421059,2.27129368,20.60386132,212.6318488,51949.04986,,51958.12128
406,85.5137113,2.610766257,223.256312,2304.00514,52045.85728,,52131.37099
407,89.83644894,2.322442987,208.6400308,2153.165118,52232.079,,52321.91545
408,38.17111818,2.133207794,81.4269268,840.3258846,52371.80271,,52409.97383
409,82.06380558,8.501774374,697.6879593,7200.13974,52496.53577,,52578.59958
410,25.85622381,1.956677791,50.59229887,522.1125243,52633.923,,52659.77922
411,26.92801956,2.246314563,60.48880249,624.2444417,52728.57608,,52755.5041
412,140.3843408,3.506010122,492.1889197,5079.389651,52841.86471,,52982.24905
413,125.566146,3.311143624,415.7675436,4290.72105,53090.87273,,53216.43888
414,4.001023502,5.470633359,21.88813264,225.8855288,53162.15653,,53166.15756
415,113.4240372,6.226312416,706.213491,7288.123227,53336.90731,,53450.33134
416,100.9915562,2.473303734,249.7827931,2577.758425,53551.57007,,53652.56163
417,22.37175369,2.644038769,59.15178408,610.4464117,53615.25258,,53637.62434
418,28.43943598,3.307609999,94.06656281,970.7669282,53813.96343,,53842.40287
419,88.64475383,3.969917663,351.9123739,3631.735699,53889.60032,,53978.24507
420,46.62564965,2.593643174,120.930298,1248.000675,54053.14974,,54099.77539
421,86.76422817,3.52149987,305.5402182,3153.175052,54152.13983,,54238.90406
422,106.087061,1.775029786,188.3076931,1943.335393,54297.76006,,54403.84712
423,12.20570928,1.995626627,24.35803845,251.3749568,54331.59641,,54343.80212
424,15.28742949,1.839330098,28.11862917,290.184253,54381.29505,,54396.58248
425,163.7219315,4.571058597,748.3825424,7723.307838,54515.18775,,54678.90969
426,84.84094991,7.812846613,662.8493282,6840.605067,54785.75403,,54870.59498
427,76.64300914,5.844087225,447.9084306,4622.415004,54923.83844,,55000.48145
428,65.902582,2.619186432,172.6111486,1781.347054,55075.21667,,55141.11925
429,15.25559077,2.620964927,39.98436835,412.6386814,55151.04426,,55166.29985
430,109.8084366,1.925153119,211.3980542,2181.627919,55262.88197,,55372.69041
431,86.82633095,7.347098492,637.9216052,6583.350966,55618.22822,,55705.05455
432,49.18204268,2.551744294,125.4999968,1295.159967,55781.76005,,55830.9421
433,4.159990319,1.48702761,6.186020461,63.83973116,55863.44556,,55867.60555
434,25.07348465,1.798921475,45.10522999,465.4859735,55898.55872,,55923.6322
435,7.204430848,1.683197004,12.12647642,125.1452367,55956.90355,,55964.10798
436,1.587004999,1.675661254,2.659282787,27.44379836,55971.913,,55973.5
437,1.989118079,1.687643433,3.356922065,34.64343571,55983.77778,,55985.7669
438,65.2593792,1.668663718,108.8959584,1123.806291,55954.51693,,56019.77631
439,8.858413567,1.625747697,14.40154545,148.623949,56050.56764,,56059.42606
440,136.8860619,1.989074138,272.2765257,2809.893745,56135.94942,,56272.83548
441,95.76841692,2.073482167,198.5741047,2049.284761,56348.52175,,56444.29016
442,116.9422041,2.62723259,307.2343699,3170.658697,56552.00874,,56668.95094
443,100.508994,2.631418969,264.4812733,2729.44674,56812.80922,,56913.31822
444,114.9511015,5.496299594,631.8056928,6520.23475,56984.20711,,57099.15821
445,53.97363451,2.784086389,150.2672612,1550.758136,57187.27445,,57241.24808
446,54.74588065,1.924675291,105.3680438,1087.398212,57306.87567,,57361.62155
447,0.763369086,1.588076182,1.212288263,12.51081487,57390.5,,57391.26337
448,0.514379195,1.582506563,0.814008452,8.400567225,57397.5,,57398.01438
449,5.818123364,1.579910297,9.192113009,94.86260625,57412.61254,,57418.43066
450,68.05405155,1.835505214,124.9135665,1289.108006,57485.70213,,57553.75618
451,75.38774169,2.215254412,167.0030274,1723.471243,57614.45611,,57689.84385
452,59.56004036,1.824355559,108.6586907,1121.357688,57755.81866,,57815.3787
453,148.6669002,1.854859737,275.7562474,2845.804473,57910.78737,,58059.45427
454,71.65186281,3.302552645,236.6340491,2442.063387,58132.53807,,58204.18993
455,70.04185597,3.351846768,234.7695685,2422.821947,58264.04171,,58334.08357
456,108.7178964,3.664273859,398.3721459,4111.200546,58552.14253,,58660.86043
457,6.197064678,1.179756664,7.311028353,75.4498126,58725.65162,,58731.84868
458,69.67167085,3.026325217,210.8491344,2175.963067,58787.39594,,58857.06761
459,123.3931368,3.769636039,465.1472156,4800.319265,58967.56697,,59090.96011
460,143.9516305,2.743948891,394.9959169,4076.357862,59169.45932,,59313.41095
461,15.1284893,3.844391313,58.15983283,600.2094748,59245.4607,,59260.58919
462,24.9333219,2.460793319,61.35575196,633.1913602,59347.35779,,59372.29111
463,74.47373203,2.869336342,213.6901858,2205.282717,59477.2363,,59551.71003
464,114.3565612,1.767153301,202.0855746,2085.52313,59610.822,,59725.17856
465,7.191915856,1.887687547,13.57609,140.1052488,59643.81578,,59651.0077
466,25.22290595,1.822787489,45.9759974,474.4722932,59694.48845,,59719.71135
467,72.76469782,2.309363875,168.0401645,1734.174498,59794.80968,,59867.57438
468,31.99411893,1.516927538,48.53276005,500.8580837,59928.1265,,59960.12062
469,106.0933201,3.716690603,394.316046,4069.341595,60075.38124,,60181.47456
470,57.29105219,1.408877094,80.71605113,832.9896477,60250.26629,,60307.55735
471,80.82485126,3.417153195,276.1908987,2850.290075,60371.85086,,60452.67571
472,25.35311506,1.769072398,44.85149607,462.8674394,60505.57063,,60530.92375
473,21.79551565,1.368343592,29.82375418,307.7811431,60590.42963,,60612.22514
474,62.19509013,0.783644647,48.73884945,502.9849263,60694.7811,,60756.97619
475,2.641509897,0.940081164,2.483233698,25.62697176,60729.53478,,60732.17629
476,6.976963769,0.509035077,3.551519291,36.65167908,60837.49225,,60844.46921
477,100.1715333,0.839804406,84.12449498,868.1647882,60927.79942,,61027.97095
478,56.70978593,0.917356811,52.02310837,536.8784784,61153.05233,,61209.76211
479,54.46872287,0.897773077,48.90055292,504.6537061,61274.63477,,61329.10349
480,112.005989,1.177731915,131.9130279,1361.342448,61388.59245,,61500.59844
481,54.05102835,1.263950219,68.3178091,705.0397899,61585.83746,,61639.88849
482,72.09822819,2.171058639,156.5294812,1615.384246,61717.9381,,61790.03633
483,51.30507407,0.967279025,49.62632202,512.1436432,61857.12379,,61908.42886
484,7.939001901,1.087185332,8.631166415,89.0736374,61883.30756,,61891.24656
485,93.54947504,0.84936923,79.45804554,820.00703,61930.43927,,62023.98875
486,74.09266747,2.326728292,172.3935057,1779.100979,62103.54939,,62177.64205
487,52.57645041,1.211572689,63.70019139,657.3859751,62232.3744,,62284.95086
488,10.99452569,0.893375258,9.822237229,101.3654882,62337.80593,,62348.80046
489,67.74847879,1.331857654,90.23133005,931.1873261,62410.25359,,62478.00207
490,120.2173871,1.439626013,173.0680777,1786.062562,62557.50883,,62677.72621
491,50.87247765,0.985695238,50.14475896,517.4939125,62755.5403,,62806.41278
492,5.660622406,0.759107335,4.29701999,44.3452463,62836.60479,,62842.26542
493,45.31325104,1.023167864,46.36306226,478.4668025,62885.7899,,62931.10315
494,96.88492339,1.000343325,96.91818644,1000.195684,62951.5402,,63048.42512
495,75.22227183,3.345526533,251.6581063,2597.111657,63124.41159,,63199.63386
496,69.18019727,2.843712981,196.728625,2030.23941,63318.62472,,63387.80491
497,60.82015655,1.322960571,80.46266902,830.3747443,63450.01364,,63510.8338
498,5.197744681,1.901747445,9.884797668,102.0111119,63482.28825,,63487.48599
499,269.0597218,1.32453391,356.3787253,3677.828445,63576.53921,,63845.59894
500,56.69652268,1.67873655,95.17852487,982.2423767,63764.65615,,63821.35267
501,74.73110868,2.256574622,168.6363233,1740.326856,63960.67114,,64035.40225
502,1.313319566,1.367275951,1.795670258,18.53131706,64079.61159,,64080.92491
503,14.02845363,1.387254196,19.46103116,200.8378416,64090.12704,,64104.15549
504,66.38149017,2.193825983,145.6294379,1502.895799,64218.06629,,64284.44778
505,1.560641824,2.06693484,3.225744957,33.28968796,64371.42132,,64372.98196
506,52.1221745,1.970797347,102.7222432,1060.09355,64351.70705,,64403.82923
507,42.66150368,2.515640221,107.3209945,1107.552663,64483.22296,,64525.88447
508,82.41029701,3.913387483,322.5034248,3328.235344,64582.75949,,64665.16979
509,61.58003784,2.58604034,159.248462,1643.444128,64731.82681,,64793.40685
510,17.73598589,1.5681527,27.81273415,287.0274164,64865.31736,,64883.05334
511,2.430319676,1.542177937,3.747985383,38.67920915,64892.60901,,64895.03933
512,9.593622144,1.529084272,14.66945674,151.3887936,64911.31554,,64920.90916
513,391.0358084,1.670456508,653.2083109,6741.109768,64959.39062,,65350.42643
514,56.64373212,1.964891362,111.2987799,1148.603409,65239.36547,,65296.00921
515,105.2718972,1.488886352,156.737891,1617.535035,65439.72623,,65544.99812
516,31.63309128,1.740594475,55.06038392,568.2231621,65644.50813,,65676.14122
517,83.00069007,4.21714908,350.0262838,3612.271249,65735.51552,,65818.51621
518,50.25890119,1.631779988,82.0114692,846.3583621,65891.96362,,65942.22252
519,71.9408366,1.663475404,119.6718122,1235.013102,66000.85969,,66072.80053
520,1.548253752,1.534099349,2.375175074,24.51180676,66163.95175,,66165.5
521,60.42912336,1.379459428,83.35952397,860.2702874,66136.28591,,66196.71503
522,134.2456894,1.702736866,228.5850845,2358.998072,66296.54598,,66430.79167
523,34.24476338,1.313714085,44.987828,464.274385,66612.96077,,66647.20553
524,122.8229333,1.549777339,190.3481987,1964.393411,66774.94263,,66897.76556
525,112.866202,2.271729028,256.4014274,2646.062731,67063.668,,67176.5342
526,42.04416061,1.869265917,78.59171644,811.0665137,67225.00708,,67267.05125
527,71.40519032,1.398694431,99.87404204,1030.700114,67416.98006,,67488.38525
528,44.43482228,1.403350435,62.35762718,643.5307125,67540.0358,,67584.47062
529,77.71936845,2.444206119,189.9621559,1960.409449,67667.74192,,67745.46128
530,23.14025347,1.515968402,35.07989307,362.0244965,67801.32487,,67824.46512
531,19.23361549,1.278742664,24.5948447,253.8187973,67900.03217,,67919.26578
532,118.6323966,1.460083365,173.2131888,1787.560108,67990.57893,,68109.21133
533,65.73668781,1.561032876,102.6171309,1059.008791,68181.44087,,68247.17756
534,58.89053638,1.564726573,92.1475872,950.9630999,68316.0094,,68374.89994
535,173.7174447,1.519979431,264.0469428,2724.96445,68436.82019,,68610.53764
536,32.98881803,1.538400312,50.75000794,523.7400819,68626.92184,,68659.91066
537,51.01349457,1.655117958,84.43335095,871.3521818,68770.75209,,68821.76558
538,174.6710437,1.971683833,344.3960729,3554.167472,68891.38521,,69066.05626
539,69.79097954,2.293403289,160.058862,1651.807456,69143.40546,,69213.19644
540,25.67289032,1.320356123,33.89735794,349.8207339,69276.04608,,69301.71897
541,33.74058805,1.301310247,43.90697296,453.1199609,69362.46342,,69396.20401
542,26.70448181,1.456935919,38.90671876,401.5173376,69488.06057,,69514.76505
543,86.47553194,2.397694308,207.3418907,2139.768312,69575.11021,,69661.58574
544,71.08131317,1.899962583,135.0518354,1393.734941,69779.94874,,69851.03005
545,64.16217144,1.749029648,112.2215401,1158.126294,69914.78326,,69978.94543
546,134.5583443,1.861928676,250.5380398,2585.552571,70100.07449,,70234.63283
547,61.25061275,1.79335552,109.8441245,1133.591365,70297.23477,,70358.48538
548,2.552466959,1.317296972,3.362356996,34.6995242,70440.5067,,70443.05917
549,63.4006581,1.552463349,98.427198,1015.768683,70481.17532,,70544.57597
550,120.707991,2.301613001,277.8230814,2867.1342,70636.93416,,70757.64215
551,56.62541891,2.36372978,133.847189,1381.30299,70806.70248,,70863.3279
552,50.8612646,1.371302099,69.74615891,719.78036,70948.13893,,70999.00019
553,48.42756262,1.418170276,68.67852985,708.7624281,71066.55355,,71114.98111
554,116.0044874,1.519569181,176.2768438,1819.177028,71196.316,,71312.32049
555,36.13930949,3.721575836,134.4951809,1387.990267,71426.66933,,71462.80864
